,race,position,number,Driver,original_team_name,laps,secs,points,year
4202,"Yas Marina Circuit, Yas Marina",15,35,SIR,Williams Mercedes,54,+1 lap,0,2018
4203,"Yas Marina Circuit, Yas Marina",NC,10,GAS,Scuderia Toro Rosso Honda,46,DNF,0,2018
4204,"Yas Marina Circuit, Yas Marina",NC,31,OCO,Force India Mercedes,44,DNF,0,2018
4205,"Yas Marina Circuit, Yas Marina",NC,9,ERI,Sauber Ferrari,24,DNF,0,2018
4206,"Yas Marina Circuit, Yas Marina",NC,7,RAI,Ferrari,6,DNF,0,2018
4207,"Yas Marina Circuit, Yas Marina",NC,27,HUL,Renault,0,DNF,0,2018
4208,"Melbourne Grand Prix Circuit, Melbourne",1,77,BOT,Mercedes,58,25:27.3,26,2019
4209,"Melbourne Grand Prix Circuit, Melbourne",2,44,HAM,Mercedes,58,+20.886s,18,2019
4210,"Melbourne Grand Prix Circuit, Melbourne",3,33,VER,Red Bull Racing Honda,58,+22.520s,15,2019
4211,"Melbourne Grand Prix Circuit, Melbourne",4,5,VET,Ferrari,58,+57.109s,12,2019
4212,"Melbourne Grand Prix Circuit, Melbourne",5,16,LEC,Ferrari,58,+58.230s,10,2019
4213,"Melbourne Grand Prix Circuit, Melbourne",6,20,MAG,Haas Ferrari,58,+87.156s,8,2019
4214,"Melbourne Grand Prix Circuit, Melbourne",7,27,HUL,Renault,57,+1 lap,6,2019
4215,"Melbourne Grand Prix Circuit, Melbourne",8,7,RAI,Alfa Romeo Racing Ferrari,57,+1 lap,4,2019
4216,"Melbourne Grand Prix Circuit, Melbourne",9,18,STR,Racing Point BWT Mercedes,57,+1 lap,2,2019
4217,"Melbourne Grand Prix Circuit, Melbourne",10,26,KVY,Scuderia Toro Rosso Honda,57,+1 lap,1,2019
4218,"Melbourne Grand Prix Circuit, Melbourne",11,10,GAS,Red Bull Racing Honda,57,+1 lap,0,2019
4219,"Melbourne Grand Prix Circuit, Melbourne",12,4,NOR,McLaren Renault,57,+1 lap,0,2019
4220,"Melbourne Grand Prix Circuit, Melbourne",13,11,PER,Racing Point BWT Mercedes,57,+1 lap,0,2019
4221,"Melbourne Grand Prix Circuit, Melbourne",14,23,ALB,Scuderia Toro Rosso Honda,57,+1 lap,0,2019
4222,"Melbourne Grand Prix Circuit, Melbourne",15,99,GIO,Alfa Romeo Racing Ferrari,57,+1 lap,0,2019
4223,"Melbourne Grand Prix Circuit, Melbourne",16,63,RUS,Williams Mercedes,56,+2 laps,0,2019
4224,"Melbourne Grand Prix Circuit, Melbourne",17,88,KUB,Williams Mercedes,55,+3 laps,0,2019
4225,"Melbourne Grand Prix Circuit, Melbourne",NC,8,GRO,Haas Ferrari,29,DNF,0,2019
4226,"Melbourne Grand Prix Circuit, Melbourne",NC,3,RIC,Renault,28,DNF,0,2019
4227,"Melbourne Grand Prix Circuit, Melbourne",NC,55,SAI,McLaren Renault,9,DNF,0,2019
4228,"Bahrain International Circuit, Sakhir",1,44,HAM,Mercedes,57,34:21.3,25,2019
4229,"Bahrain International Circuit, Sakhir",2,77,BOT,Mercedes,57,+2.980s,18,2019
4230,"Bahrain International Circuit, Sakhir",3,16,LEC,Ferrari,57,+6.131s,16,2019
4231,"Bahrain International Circuit, Sakhir",4,33,VER,Red Bull Racing Honda,57,+6.408s,12,2019
4232,"Bahrain International Circuit, Sakhir",5,5,VET,Ferrari,57,+36.068s,10,2019
4233,"Bahrain International Circuit, Sakhir",6,4,NOR,McLaren Renault,57,+45.754s,8,2019
4234,"Bahrain International Circuit, Sakhir",7,7,RAI,Alfa Romeo Racing Ferrari,57,+47.470s,6,2019
4235,"Bahrain International Circuit, Sakhir",8,10,GAS,Red Bull Racing Honda,57,+58.094s,4,2019
4236,"Bahrain International Circuit, Sakhir",9,23,ALB,Scuderia Toro Rosso Honda,57,+62.697s,2,2019
4237,"Bahrain International Circuit, Sakhir",10,11,PER,Racing Point BWT Mercedes,57,+63.696s,1,2019
4238,"Bahrain International Circuit, Sakhir",11,99,GIO,Alfa Romeo Racing Ferrari,57,+64.599s,0,2019
4239,"Bahrain International Circuit, Sakhir",12,26,KVY,Scuderia Toro Rosso Honda,56,+1 lap,0,2019
4240,"Bahrain International Circuit, Sakhir",13,20,MAG,Haas Ferrari,56,+1 lap,0,2019
4241,"Bahrain International Circuit, Sakhir",14,18,STR,Racing Point BWT Mercedes,56,+1 lap,0,2019
4242,"Bahrain International Circuit, Sakhir",15,63,RUS,Williams Mercedes,56,+1 lap,0,2019
4243,"Bahrain International Circuit, Sakhir",16,88,KUB,Williams Mercedes,55,+2 laps,0,2019
4244,"Bahrain International Circuit, Sakhir",17,27,HUL,Renault,53,DNF,0,2019
4245,"Bahrain International Circuit, Sakhir",18,3,RIC,Renault,53,DNF,0,2019
4246,"Bahrain International Circuit, Sakhir",19,55,SAI,McLaren Renault,53,DNF,0,2019
4247,"Bahrain International Circuit, Sakhir",NC,8,GRO,Haas Ferrari,16,DNF,0,2019
4248,"Shanghai International Circuit, Shanghai",1,44,HAM,Mercedes,56,32:06.4,25,2019
4249,"Shanghai International Circuit, Shanghai",2,77,BOT,Mercedes,56,+6.552s,18,2019
4250,"Shanghai International Circuit, Shanghai",3,5,VET,Ferrari,56,+13.744s,15,2019
4251,"Shanghai International Circuit, Shanghai",4,33,VER,Red Bull Racing Honda,56,+27.627s,12,2019
4252,"Shanghai International Circuit, Shanghai",5,16,LEC,Ferrari,56,+31.276s,10,2019
4253,"Shanghai International Circuit, Shanghai",6,10,GAS,Red Bull Racing Honda,56,+89.307s,9,2019
4254,"Shanghai International Circuit, Shanghai",7,3,RIC,Renault,55,+1 lap,6,2019
4255,"Shanghai International Circuit, Shanghai",8,11,PER,Racing Point BWT Mercedes,55,+1 lap,4,2019
4256,"Shanghai International Circuit, Shanghai",9,7,RAI,Alfa Romeo Racing Ferrari,55,+1 lap,2,2019
4257,"Shanghai International Circuit, Shanghai",10,23,ALB,Scuderia Toro Rosso Honda,55,+1 lap,1,2019
4258,"Shanghai International Circuit, Shanghai",11,8,GRO,Haas Ferrari,55,+1 lap,0,2019
4259,"Shanghai International Circuit, Shanghai",12,18,STR,Racing Point BWT Mercedes,55,+1 lap,0,2019
4260,"Shanghai International Circuit, Shanghai",13,20,MAG,Haas Ferrari,55,+1 lap,0,2019
4261,"Shanghai International Circuit, Shanghai",14,55,SAI,McLaren Renault,55,+1 lap,0,2019
4262,"Shanghai International Circuit, Shanghai",15,99,GIO,Alfa Romeo Racing Ferrari,55,+1 lap,0,2019
4263,"Shanghai International Circuit, Shanghai",16,63,RUS,Williams Mercedes,54,+2 laps,0,2019
4264,"Shanghai International Circuit, Shanghai",17,88,KUB,Williams Mercedes,54,+2 laps,0,2019
4265,"Shanghai International Circuit, Shanghai",18,4,NOR,McLaren Renault,50,DNF,0,2019
4266,"Shanghai International Circuit, Shanghai",NC,26,KVY,Scuderia Toro Rosso Honda,41,DNF,0,2019
4267,"Shanghai International Circuit, Shanghai",NC,27,HUL,Renault,16,DNF,0,2019
4268,"Baku City Circuit, Baku",1,77,BOT,Mercedes,51,31:52.9,25,2019
4269,"Baku City Circuit, Baku",2,44,HAM,Mercedes,51,+1.524s,18,2019
4270,"Baku City Circuit, Baku",3,5,VET,Ferrari,51,+11.739s,15,2019
4271,"Baku City Circuit, Baku",4,33,VER,Red Bull Racing Honda,51,+17.493s,12,2019
4272,"Baku City Circuit, Baku",5,16,LEC,Ferrari,51,+69.107s,11,2019
4273,"Baku City Circuit, Baku",6,11,PER,Racing Point BWT Mercedes,51,+76.416s,8,2019
4274,"Baku City Circuit, Baku",7,55,SAI,McLaren Renault,51,+83.826s,6,2019
4275,"Baku City Circuit, Baku",8,4,NOR,McLaren Renault,51,+100.268s,4,2019
4276,"Baku City Circuit, Baku",9,18,STR,Racing Point BWT Mercedes,51,+103.816s,2,2019
4277,"Baku City Circuit, Baku",10,7,RAI,Alfa Romeo Racing Ferrari,50,+1 lap,1,2019
4278,"Baku City Circuit, Baku",11,23,ALB,Scuderia Toro Rosso Honda,50,+1 lap,0,2019
4279,"Baku City Circuit, Baku",12,99,GIO,Alfa Romeo Racing Ferrari,50,+1 lap,0,2019
4280,"Baku City Circuit, Baku",13,20,MAG,Haas Ferrari,50,+1 lap,0,2019
4281,"Baku City Circuit, Baku",14,27,HUL,Renault,50,+1 lap,0,2019
4282,"Baku City Circuit, Baku",15,63,RUS,Williams Mercedes,49,+2 laps,0,2019
4283,"Baku City Circuit, Baku",16,88,KUB,Williams Mercedes,49,+2 laps,0,2019
4284,"Baku City Circuit, Baku",NC,10,GAS,Red Bull Racing Honda,38,DNF,0,2019
4285,"Baku City Circuit, Baku",NC,8,GRO,Haas Ferrari,38,DNF,0,2019
4286,"Baku City Circuit, Baku",NC,26,KVY,Scuderia Toro Rosso Honda,33,DNF,0,2019
4287,"Baku City Circuit, Baku",NC,3,RIC,Renault,31,DNF,0,2019
4288,"Circuit de Barcelona-Catalunya, Barcelona",1,44,HAM,Mercedes,66,35:50.4,26,2019
4289,"Circuit de Barcelona-Catalunya, Barcelona",2,77,BOT,Mercedes,66,+4.074s,18,2019
4290,"Circuit de Barcelona-Catalunya, Barcelona",3,33,VER,Red Bull Racing Honda,66,+7.679s,15,2019
4291,"Circuit de Barcelona-Catalunya, Barcelona",4,5,VET,Ferrari,66,+9.167s,12,2019
4292,"Circuit de Barcelona-Catalunya, Barcelona",5,16,LEC,Ferrari,66,+13.361s,10,2019
4293,"Circuit de Barcelona-Catalunya, Barcelona",6,10,GAS,Red Bull Racing Honda,66,+19.576s,8,2019
4294,"Circuit de Barcelona-Catalunya, Barcelona",7,20,MAG,Haas Ferrari,66,+28.159s,6,2019
4295,"Circuit de Barcelona-Catalunya, Barcelona",8,55,SAI,McLaren Renault,66,+32.342s,4,2019
4296,"Circuit de Barcelona-Catalunya, Barcelona",9,26,KVY,Scuderia Toro Rosso Honda,66,+33.056s,2,2019
4297,"Circuit de Barcelona-Catalunya, Barcelona",10,8,GRO,Haas Ferrari,66,+34.641s,1,2019
4298,"Circuit de Barcelona-Catalunya, Barcelona",11,23,ALB,Scuderia Toro Rosso Honda,66,+35.445s,0,2019
4299,"Circuit de Barcelona-Catalunya, Barcelona",12,3,RIC,Renault,66,+36.758s,0,2019
4300,"Circuit de Barcelona-Catalunya, Barcelona",13,27,HUL,Renault,66,+39.241s,0,2019
4301,"Circuit de Barcelona-Catalunya, Barcelona",14,7,RAI,Alfa Romeo Racing Ferrari,66,+41.803s,0,2019
4302,"Circuit de Barcelona-Catalunya, Barcelona",15,11,PER,Racing Point BWT Mercedes,66,+46.877s,0,2019
4303,"Circuit de Barcelona-Catalunya, Barcelona",16,99,GIO,Alfa Romeo Racing Ferrari,66,+47.691s,0,2019
4304,"Circuit de Barcelona-Catalunya, Barcelona",17,63,RUS,Williams Mercedes,65,+1 lap,0,2019
4305,"Circuit de Barcelona-Catalunya, Barcelona",18,88,KUB,Williams Mercedes,65,+1 lap,0,2019
4306,"Circuit de Barcelona-Catalunya, Barcelona",NC,18,STR,Racing Point BWT Mercedes,44,DNF,0,2019
4307,"Circuit de Barcelona-Catalunya, Barcelona",NC,4,NOR,McLaren Renault,44,DNF,0,2019
4308,"Circuit de Monaco, Monte Carlo",1,44,HAM,Mercedes,78,43:28.4,25,2019
4309,"Circuit de Monaco, Monte Carlo",2,5,VET,Ferrari,78,+2.602s,18,2019
4310,"Circuit de Monaco, Monte Carlo",3,77,BOT,Mercedes,78,+3.162s,15,2019
4311,"Circuit de Monaco, Monte Carlo",4,33,VER,Red Bull Racing Honda,78,+5.537s,12,2019
4312,"Circuit de Monaco, Monte Carlo",5,10,GAS,Red Bull Racing Honda,78,+9.946s,11,2019
4313,"Circuit de Monaco, Monte Carlo",6,55,SAI,McLaren Renault,78,+53.454s,8,2019
4314,"Circuit de Monaco, Monte Carlo",7,26,KVY,Scuderia Toro Rosso Honda,78,+54.574s,6,2019
4315,"Circuit de Monaco, Monte Carlo",8,23,ALB,Scuderia Toro Rosso Honda,78,+55.200s,4,2019
4316,"Circuit de Monaco, Monte Carlo",9,3,RIC,Renault,78,+60.894s,2,2019
4317,"Circuit de Monaco, Monte Carlo",10,8,GRO,Haas Ferrari,78,+61.034s,1,2019
4318,"Circuit de Monaco, Monte Carlo",11,4,NOR,McLaren Renault,78,+66.801s,0,2019
4319,"Circuit de Monaco, Monte Carlo",12,11,PER,Racing Point BWT Mercedes,77,+1 lap,0,2019
4320,"Circuit de Monaco, Monte Carlo",13,27,HUL,Renault,77,+1 lap,0,2019
4321,"Circuit de Monaco, Monte Carlo",14,20,MAG,Haas Ferrari,77,+1 lap,0,2019
4322,"Circuit de Monaco, Monte Carlo",15,63,RUS,Williams Mercedes,77,+1 lap,0,2019
4323,"Circuit de Monaco, Monte Carlo",16,18,STR,Racing Point BWT Mercedes,77,+1 lap,0,2019
4324,"Circuit de Monaco, Monte Carlo",17,7,RAI,Alfa Romeo Racing Ferrari,77,+1 lap,0,2019
4325,"Circuit de Monaco, Monte Carlo",18,88,KUB,Williams Mercedes,77,+1 lap,0,2019
4326,"Circuit de Monaco, Monte Carlo",19,99,GIO,Alfa Romeo Racing Ferrari,76,+2 laps,0,2019
4327,"Circuit de Monaco, Monte Carlo",NC,16,LEC,Ferrari,16,DNF,0,2019
4328,"Circuit Gilles-Villeneuve, Montreal",1,44,HAM,Mercedes,70,29:07.1,25,2019
4329,"Circuit Gilles-Villeneuve, Montreal",2,5,VET,Ferrari,70,+3.658s,18,2019
4330,"Circuit Gilles-Villeneuve, Montreal",3,16,LEC,Ferrari,70,+4.696s,15,2019
4331,"Circuit Gilles-Villeneuve, Montreal",4,77,BOT,Mercedes,70,+51.043s,13,2019
4332,"Circuit Gilles-Villeneuve, Montreal",5,33,VER,Red Bull Racing Honda,70,+57.655s,10,2019
4333,"Circuit Gilles-Villeneuve, Montreal",6,3,RIC,Renault,69,+1 lap,8,2019
4334,"Circuit Gilles-Villeneuve, Montreal",7,27,HUL,Renault,69,+1 lap,6,2019
4335,"Circuit Gilles-Villeneuve, Montreal",8,10,GAS,Red Bull Racing Honda,69,+1 lap,4,2019
4336,"Circuit Gilles-Villeneuve, Montreal",9,18,STR,Racing Point BWT Mercedes,69,+1 lap,2,2019
4337,"Circuit Gilles-Villeneuve, Montreal",10,26,KVY,Scuderia Toro Rosso Honda,69,+1 lap,1,2019
4338,"Circuit Gilles-Villeneuve, Montreal",11,55,SAI,McLaren Renault,69,+1 lap,0,2019
4339,"Circuit Gilles-Villeneuve, Montreal",12,11,PER,Racing Point BWT Mercedes,69,+1 lap,0,2019
4340,"Circuit Gilles-Villeneuve, Montreal",13,99,GIO,Alfa Romeo Racing Ferrari,69,+1 lap,0,2019
4341,"Circuit Gilles-Villeneuve, Montreal",14,8,GRO,Haas Ferrari,69,+1 lap,0,2019
4342,"Circuit Gilles-Villeneuve, Montreal",15,7,RAI,Alfa Romeo Racing Ferrari,69,+1 lap,0,2019
4343,"Circuit Gilles-Villeneuve, Montreal",16,63,RUS,Williams Mercedes,68,+2 laps,0,2019
4344,"Circuit Gilles-Villeneuve, Montreal",17,20,MAG,Haas Ferrari,68,+2 laps,0,2019
4345,"Circuit Gilles-Villeneuve, Montreal",18,88,KUB,Williams Mercedes,67,+3 laps,0,2019
4346,"Circuit Gilles-Villeneuve, Montreal",NC,23,ALB,Scuderia Toro Rosso Honda,59,DNF,0,2019
4347,"Circuit Gilles-Villeneuve, Montreal",NC,4,NOR,McLaren Renault,8,DNF,0,2019
4348,"Circuit Paul Ricard, Le Castellet",1,44,HAM,Mercedes,53,24:31.2,25,2019
4349,"Circuit Paul Ricard, Le Castellet",2,77,BOT,Mercedes,53,+18.056s,18,2019
4350,"Circuit Paul Ricard, Le Castellet",3,16,LEC,Ferrari,53,+18.985s,15,2019
4351,"Circuit Paul Ricard, Le Castellet",4,33,VER,Red Bull Racing Honda,53,+34.905s,12,2019
4352,"Circuit Paul Ricard, Le Castellet",5,5,VET,Ferrari,53,+62.796s,11,2019
4353,"Circuit Paul Ricard, Le Castellet",6,55,SAI,McLaren Renault,53,+95.462s,8,2019
4354,"Circuit Paul Ricard, Le Castellet",7,7,RAI,Alfa Romeo Racing Ferrari,52,+1 lap,6,2019
4355,"Circuit Paul Ricard, Le Castellet",8,27,HUL,Renault,52,+1 lap,4,2019
4356,"Circuit Paul Ricard, Le Castellet",9,4,NOR,McLaren Renault,52,+1 lap,2,2019
4357,"Circuit Paul Ricard, Le Castellet",10,10,GAS,Red Bull Racing Honda,52,+1 lap,1,2019
4358,"Circuit Paul Ricard, Le Castellet",11,3,RIC,Renault,52,+1 lap,0,2019
4359,"Circuit Paul Ricard, Le Castellet",12,11,PER,Racing Point BWT Mercedes,52,+1 lap,0,2019
4360,"Circuit Paul Ricard, Le Castellet",13,18,STR,Racing Point BWT Mercedes,52,+1 lap,0,2019
4361,"Circuit Paul Ricard, Le Castellet",14,26,KVY,Scuderia Toro Rosso Honda,52,+1 lap,0,2019
4362,"Circuit Paul Ricard, Le Castellet",15,23,ALB,Scuderia Toro Rosso Honda,52,+1 lap,0,2019
4363,"Circuit Paul Ricard, Le Castellet",16,99,GIO,Alfa Romeo Racing Ferrari,52,+1 lap,0,2019
4364,"Circuit Paul Ricard, Le Castellet",17,20,MAG,Haas Ferrari,52,+1 lap,0,2019
4365,"Circuit Paul Ricard, Le Castellet",18,88,KUB,Williams Mercedes,51,+2 laps,0,2019
4366,"Circuit Paul Ricard, Le Castellet",19,63,RUS,Williams Mercedes,51,+2 laps,0,2019
4367,"Circuit Paul Ricard, Le Castellet",NC,8,GRO,Haas Ferrari,44,DNF,0,2019
4368,"Red Bull Ring, Spielberg",1,33,VER,Red Bull Racing Honda,71,22:01.8,26,2019
4369,"Red Bull Ring, Spielberg",2,16,LEC,Ferrari,71,+2.724s,18,2019
4370,"Red Bull Ring, Spielberg",3,77,BOT,Mercedes,71,+18.960s,15,2019
4371,"Red Bull Ring, Spielberg",4,5,VET,Ferrari,71,+19.610s,12,2019
4372,"Red Bull Ring, Spielberg",5,44,HAM,Mercedes,71,+22.805s,10,2019
4373,"Red Bull Ring, Spielberg",6,4,NOR,McLaren Renault,70,+1 lap,8,2019
4374,"Red Bull Ring, Spielberg",7,10,GAS,Red Bull Racing Honda,70,+1 lap,6,2019
4375,"Red Bull Ring, Spielberg",8,55,SAI,McLaren Renault,70,+1 lap,4,2019
4376,"Red Bull Ring, Spielberg",9,7,RAI,Alfa Romeo Racing Ferrari,70,+1 lap,2,2019
4377,"Red Bull Ring, Spielberg",10,99,GIO,Alfa Romeo Racing Ferrari,70,+1 lap,1,2019
4378,"Red Bull Ring, Spielberg",11,11,PER,Racing Point BWT Mercedes,70,+1 lap,0,2019
4379,"Red Bull Ring, Spielberg",12,3,RIC,Renault,70,+1 lap,0,2019
